unit_ranch_number,gmu,ranch_name,ranch_class,ranch_status,elk_occupied_acreage,gis_acre,county
12-29391,12,Gray,SCR,UW,67,65.13059921,Catron
13-44194,13,B87 Ranch,SCR,UW,164,160.09207202000002,Catron
13-44401,13,B161,SCR,UW,161,160.93332577,Catron
13-44421,13,Old,SCR,UW,160,160.77823579,Catron
17-44444,17,Tei Ashers Stronghold LLC 40,SCR,UW,40,39.567324940000006,Socorro
21B-21232,21B,74 Ranch,Base,UW,7500,8852.49632544,Sierra
21B-44598,21B,UJ Ranch,Base,UW,1652,1651.67941571,Sierra
15-43695,15,Cox 38 Bar,Base,UW,1360,1347.12081415,Catron
15-20954,15,Robinson,SCR,UW,400,415.21603739,Catron
16D-43017,16D,Bull Park Ranch,SCR,UW,32,34.18487248,Catron
15-44582,15,Apache Creek Deaf and Youth,SCR,UW,354,385.15091003,Catron
16A-42828,16A,RAINY MESA,SCR,UW,257,250.72472291000003,Catron
16A-43157,16A,Atwood Ranch,SCR,UW,40,39.92328193,Catron
34-42761,34,STETSON ELKINS,Base,UW,568,568.9170893400001,Otero
34-27697,34,S/4,Base,UW,866,903.56654784,Otero
34-44103,34,Avis Ranch,Base,UW,220,219.98237868,Otero
34-44604,34,Chad Sayre,SCR,UW,76,75.78217668,Otero
34-28089,34,K SQUARED,SCR,UW,8,8.12171674,Otero
2-20012,2,FRANK & GENE GOMEZ,Base,UW,2150,2147.13639653,Rio Arriba
2-20023,2,Gomez Family Property LLC,Base,UW,2600,2553.81951259,Rio Arriba
5B-27740,5B,ERIC CHACON RANCH 5B,Base,UW,535,513.11213349,Rio Arriba
6A-20659,6A,Leo Jacquez,SCR,UW,21,16.726899550000002,Sandoval
6A-43864,6A,Mary and Bryan Ranch,SCR,UW,51,50.57695607,Sandoval
6A-43461,6A,Sandoval,SCR,UW,42,42.011735169999994,Sandoval
10-27907,10,Jerry Elkins Ranch,Base,UW,2235,2211.28564799,Cibola
13-44039,13,KJ Ranch,SCR,UW,40,40.3182307,Catron
12-44085,12,Tres Lagunas KLC,SCR,UW,368,373.72802344,Cibola
13-41094,13,BIG DUKE RANCH,SCR,UW,40,39.3956727,Catron
13-44041,13,TJ,SCR,UW,40,41.04987947,Catron
10-27032,10,CARVER/WILCOX RANCH,Base,UW,1642,1608.01014237,Cibola
10-20851,10,Davis,Base,UW,1627,1578.00260464,Cibola
12-44544,12,Bond South Ranch 12,Base,UW,3928,3890.16524025,Cibola
12-40110,12,"RAINBOW MESA RANCH, LLC",SCR,UW,297,282.16658634,Cibola
12-29360,12,Quemado Landowner Group,Base,UW,7040,7039.64514549,Catron
15-44046,15,Hang'n Iron,Base,UW,3729,3632.0162615,Catron
15-20948,15,CANDELARIO CHAVEZ,SCR,UW,170,172.94429049,Catron
12-27036,12,HUBBELL RANCH,Base,UW,7040,7137.77476066,Catron
13-29178,13,KENT & BRENDA SCHAUER,SCR,UW,80,81.03366694,Catron
12-22926,12,Turley Lambson Bond Coop,Base,UW,3140,3137.5180213500003,McKinley
6C-20548,6C,GALLEGOS ,SCR,UW,202,200.24709324000003,Rio Arriba
36-44211,36,Bird Ranch,Base,UW,1310,1379.96108841,Lincoln
6C-22474,6C,Jose Valdez,SCR,UW,101,99.00942895,Rio Arriba
51-22581,51,Jose D. Chacon,SCR,UW,222,222.21533155,Rio Arriba
51-21634,51,DONALD MARTINEZ,Base,UW,320,316.94320775,Rio Arriba
51-42394,51,Canada,SCR,UW,51,33.49459017,Rio Arriba
51-42714,51,HORSE SHOE BAR,SCR,UW,10,10.15648444,Rio Arriba
6A-28660,6A,STUEDELL'S ELK RANCH,SCR,UW,69,53.23638982,Rio Arriba
51-29594,51,Rancho Justicia,SCR,UW,16,15.43655116,Rio Arriba
45-27257,45,Dennis Cruz,SCR,UW,61,73.45692213000001,Rio Arriba
51-21660,51,Pino Martinez,SCR,UW,58,58.90843208,Rio Arriba
51-42716,51,AA M RANCH,SCR,UW,24,23.44017869,Rio Arriba
5B-42718,5B,4A,SCR,UW,38,39.13858298,Rio Arriba
5B-44777,5B,Romeo Ranch,SCR,UW,160,177.76507857,Rio Arriba
9-43689,9,Roderic Wade,SCR,UW,42,41.212402000000004,Cibola
10-44798,10,CIEN FUEGOS,SCR,UW,22,22,Cibola
10-44799,10,Z Lazy B,SCR,UW,160,157.75871247,McKinley
10-44801,10,Bluewater Ranch,SCR,UW,190,191.24231965,Cibola
10-44804,10,Box Canyon,SCR,UW,400,464.97771691,McKinley
12-44809,12,3W2,SCR,UW,160,160.98058343,Catron
15-44810,15,3W,SCR,UW,312,313.11374999,Catron
12-44821,12,Fowler North,SCR,UW,165,163.05616576,Cibola
12-44822,12,NOWAK,SCR,UW,161,161.10583601,Cibola
12-44823,12,NOWAK,SCR,UW,162,156.77895633999998,Cibola
12-44824,12,NOWAK,SCR,UW,159,159.92537862999998,Cibola
12-44825,12,NOWAK,SCR,UW,160,161.45215181,Cibola
15-44830,15,TJ,SCR,UW,150,148.85712728000001,Catron
15-40839,15,"Salvus Holdings, LLC",SCR,UW,80,79.41385027,Catron
15-44833,15,AK Investments,SCR,UW,18,19.35098966,Catron
15-44834,15,Wag,SCR,UW,29,30.998721189999998,Catron
15-44838,15,Post,SCR,UW,80,80.46440292,Catron
15-44841,15,Paul and Mary Curry Enterprises,SCR,UW,190,192.52789535000002,Catron
15-44840,15,Bishop Canyon Mariposa,SCR,UW,97,97.15250894,Catron
15-44842,15,Luna Cottonwood ,SCR,UW,140,140.96318087,Catron
23-44846,23,RS Farm,SCR,UW,270,268.02375601,Catron
23-44856,23,Swapp Land and Cattle,SCR,UW,90,89.35904298,Catron
13-44863,13,Robert Baker Ranch,SCR,UW,160,160.41551273000002,Catron
16D-44866,16D,Chapel Brothers 16D,SCR,UW,23,22.95597131,Catron
16A-44870,16A,Clayton Atwood,SCR,UW,40,40.13465565,Catron
16A-44872,16A,HFI 16A,SCR,UW,36,36.337099460000005,Catron
17-44875,17,Garcia Ranch,Base,UW,2439,2417.04308903,Socorro
17-44877,17,Rosedale,SCR,UW,50,48.11503144,Socorro
17-44879,17,Mellinger,SCR,UW,286,286.34439237,Socorro
36-44073,36,Silver King Ranch,SCR,UW,15,13.384590269999999,Lincoln
36-44884,36,JM,SCR,UW,10,9.75924593,Lincoln
51-44890,51,Davis Family,SCR,UW,19,18.313932310000002,Rio Arriba
13-44891,13,Clymo Cattle Company,SCR,UW,160,160.05467184,Catron
13-44892,13,1780 Blue Sky Ranch,SCR,UW,120,118.61822944000001,Catron
13-44899,13,Hermit's haven,SCR,UW,62,60.327871370000004,Catron
51-44897,51,Dragon Wycke,SCR,UW,124,127.67186167,Rio Arriba
51-44898,51,Las Uvas,SCR,UW,68,67.06030989,Rio Arriba
51-44902,51,Pinabetal 2,SCR,UW,13,14.523933,Rio Arriba
51-44903,51,Pinabetal 1,SCR,UW,7,7.16047616,Rio Arriba
51-44904,51,Flying M,SCR,UW,13,12.78089189,Rio Arriba
51-44907,51,Bonsai 4,SCR,UW,4,4.33650482,Rio Arriba
51-27434,51,Soberanez,SCR,UW,40,39.9949454,Rio Arriba
51-44914,51,Caballo Borracho Creek Farm Tract B,SCR,UW,3,3.3193418500000003,Rio Arriba
13-44917,13,Darin Hendrixon Ranches,SCR,UW,120,117.02490588,Catron
13-44925,13,Rutter Ranch T 7&8,SCR,UW,57,62.297711899999996,Catron
13-44929,13,CK,SCR,UW,40,38.825099210000005,Catron
13-44931,13,TK-2,SCR,UW,40,40.40231445,Catron
48-44930,48,Aspen Ridge,SCR,UW,6,6.525484720000001,Colfax
13-44933,13,KJ2,SCR,UW,40,40.34256956,Catron
48-44932,48,Soell,SCR,UW,86,89.53545491999999,Mora
13-44934,13,Ghost Coon Ranch ,SCR,UW,40,40.15070453,Catron
49-44939,49,Tienditas Property Trust,SCR,UW,32,30.29143902,Taos
49-44937,49,Quintana Sanchez,SCR,UW,40,39.59428352,Taos
49-44938,49,Las Tienditas,SCR,UW,46,46.74745431,Taos
45-44944,45,"Red Aspen Leaf Ranch, LLC",SCR,UW,25,29.64959498,Rio Arriba
45-44951,45,La Cuchilla,SCR,UW,39,38.49793891,Taos
34-44955,34,Premier Business Consultants LLC,SCR,UW,50,49.89194358,Otero
34-44959,34,Huntland,SCR,UW,10,9.77781098,Otero
34-44961,34,S,SCR,UW,7,7.41802746,Otero
34-44962,34,FLS,SCR,UW,20,19.14635815,Otero
34-44965,34,Duke 5,SCR,UW,8,7.99099843,Otero
13-40379,13,Taubman 120,SCR,UW,126,123.75210983,Catron
52-44973,52,Olguin 2,SCR,UW,10,9.72745956,Rio Arriba
6A-44974,6A,D. Chavez - La Jara,SCR,UW,20,20.02976657,Sandoval
15-44981,15,Dads,SCR,UW,31,31.03060006,Catron
2-45089,2,VANDENBROECK,SCR,UW,67,66.22912000000001,Rio Arriba
15-45099,15,Carrejo Ranch,SCR,UW,125,129.68907525999998,Catron
15-45098,15,Wapiti Canyon,SCR,UW,80,79.01589326999999,Catron
12-45095,12,Painted Mesa Ranch,Base,UW,1480,1479.18405883,Catron
36-45096,36,Nogal Patch,Base,UW,160,157.19462555,Lincoln
15-45094,15,Negrito Springs Ranch LLC,SCR,UW,160,153.313332,Catron
15-45093,15,Phantom Creek,SCR,UW,77,73.90064918,Catron
15-45092,15,DONKEY GIRLS,SCR,UW,80,80.54522447,Catron
15-45090,15,Aragon Well,SCR,UW,90,90.73696253,Catron
15-45120,15,Cow Springs,Base,UW,2559,2339.0051935899996,Catron
15-45119,15,El Guero Ranch LLC,SCR,UW,303,301.44664876999997,Catron
17-45114,17,Elk Haven,SCR,UW,400,402.24395801,Socorro
34-45113,34,Silver Springs RV Park and Trout Pond,SCR,UW,20,20.12471763,Otero
34-45112,34,Wortley Ranch,SCR,UW,5,5.00581023,Otero
34-45110,34,Sacramento Mountain Retreat,SCR,UW,62,47.8528529,Otero
34-45100,36,Lopez,Base,UW,127,126.85364858,Otero
34-45102,34,7B,SCR,UW,70,70.99006025999999,Otero
36-45124,36,Zumwalt,SCR,UW,36,35.87187816,Lincoln
36-45123,36,Henry's Cattle Farm,SCR,UW,108,104.66973753,Lincoln
36-45121,36,Berryhill,SCR,UW,22,23.1787817,Lincoln
45-45177,45,Rancho de los Gatos,SCR,UW,35,34.8774682,Taos
49-43807,49,Taos M3E,SCR,UW,10,9.756952159999999,Taos
51-45168,51,TT Bar,SCR,UW,90,90.80665949,Rio Arriba
51-45174,51,Rawls,SCR,UW,40,39.8603034,Rio Arriba
51-45166,51,Herrera,SCR,UW,22,20.97372927,Rio Arriba
52-45161,52,Raymond Smith,Base,UW,1102,1112.80922483,Rio Arriba
53-45158,53,Sunshine Valley Ranch LLC,Base,UW,3920,3899.67135948,Taos
53-45157,53,Enchanted Forest,SCR,UW,101,121.59625917999999,Taos
16D-45154,16D,Froggy Island,SCR,UW,68,69.08184973,Catron
34-45146,34,KLS,SCR,UW,16,16.54619069,Otero
15-44025,15,Snowflake Valley,SCR,UW,16,16.4978635,Catron
15-45141,15,Mom and Pops Hideaway,SCR,UW,10,10.0306184,Catron
15-45274,15,Hooper House Lot,SCR,UW,4,5.1348595,Catron
15-45275,15,Hooper Windmill Lot,SCR,UW,94,90.60681249000001,Catron
15-45277,15,Hooper Corral Lot,SCR,UW,136,140.24057138999999,Catron
15-45270,15,Divide 1,SCR,UW,80,78.70098422000001,Catron
10-45285,10,Rancho Garra De Oso,SCR,UW,48,48.96086736,Cibola
12-45237,12,Rensch 1,SCR,UW,60,60.360248659999996,Cibola
12-45151,12,Pajarito,SCR,UW,160,159.64704913999998,Cibola
12-45234,12,4 W Ranch LLC,Base,UW,2040,1939.20941983,Catron
12-45219,12,Nowak Ranch,SCR,UW,38,38.48072128,Cibola
13-45243,13,Tater 45 Combined,SCR,UW,80,38.669309919999996,Catron
15-45272,15,Stray Bird Dog,SCR,UW,26,25.310153359999997,Catron
13-45222,13,KJ3,SCR,UW,60,60.212256460000006,Catron
6A-45267,6A,Austin Vigil,SCR,UW,41,40.29200341,Rio Arriba
6A-45198,6A,Neville,SCR,UW,13,12.70478928,Rio Arriba
34-45218,34,Comino ,Base,UW,432,432.35885557999995,Otero
48-45287,48,Coyote,SCR,UW,16,16.228270470000002,Colfax
15-45271,15,Frances Sanchez,SCR,UW,14,13.67592789,Catron
36-45286,36,Crooked Sky ,SCR,UW,71,71.42973898,Lincoln
17-45281,17,Smithco Tucker Ranch LLC,Base,UW,6120,6119.94918228,Socorro
17-21210,17,Darrell Welty,Base,UW,4362,4295.76109806,Socorro
21B-45282,21B,Smithco Tucker Ranch LLC,Base,UW,3910,3910.58973416,Catron
15-45273,15,State Line,SCR,UW,230,232.23477479000002,Catron
12-45227,12,GW York LLC,Base,UW,34200,34148.39011047,Cibola
34-26972,34,Angel Canyon,Base,UW,1009,1009.81995793,Otero
12-45242,12,Akard Trust,SCR,UW,945,941.09590526,Cibola
12-45241,12,Ponderosa 1,SCR,UW,28,28.03431952,Cibola
12-45240,12,Black Mountain 1,SCR,UW,80,81.73330072,Catron
13-45228,13,Catron Cibola Ranches LLC 13,Base,UW,2800,4487.9036729,Catron
13-45228,13,Catron Cibola Ranches LLC 13,Base,UW,2800,4487.9036729,Cibola
13-45228,13,Catron Cibola Ranches LLC 13,Base,UW,2800,4487.9036729,Cibola
13-45228,13,Catron Cibola Ranches LLC 13,Base,UW,2800,4487.9036729,Catron
13-45228,13,Catron Cibola Ranches LLC 13,Base,UW,2800,4487.9036729,Catron
16B/22-27985,16B/22,LINK,Base,UW,40,37.88401393,Catron
16B/22-43799,16B/22,Diamond Bar Ranch,SCR,UW,40,38.63350888,Grant
16B/22-42288,16B/22,NORTH 40,SCR,UW,40,38.61568318,Grant
16B/22-41606,16B/22,Elicio,SCR,UW,24,23.67765694,Grant
16B/22-42314,16B/22,Evans,SCR,UW,41,41.44383664,Catron
16B/22-42880,16B/22,Fanny Springs Water Supply,SCR,UW,13,65.28733736,Catron
